OBJECTID *,Shape *,ARCID,UP_CELLS,Shape_Length,LENGTH,START_X,START_Y,MID_X,MID_Y,END_X,END_Y
1,Polyline,636843,1671,78.364439,78.364439,-14979.6783,3480833.579,-15003.7019,3480864.533,-15027.7255,3480895.486
2,Polyline,636844,294,310.300702,310.300702,-7246.9224,3480223.529,-7342.1401,3480346.024,-7437.3578,3480468.52
3,Polyline,636994,1427,2811.594507,2811.594507,-12642.2479,3479790.966,-13811.00788,3480312.215,-14979.6783,3480833.579
4,Polyline,637063,314,2743.048513,2743.048513,1831.4991,3478627.606,606.694182,3478972.835,-314.2356,3479537.639
5,Polyline,637143,562,926.587486,926.587486,-12687.6211,3478865.491,-12664.9345,3479328.228,-12642.2479,3479790.966
6,Polyline,637202,104,1313.739019,1313.739019,-24394.052,3479677.908,-23991.69467,3479158.691,-23435.7206,3478933.986
7,Polyline,637203,1937,1943.580595,1943.580595,-23435.7206,3478933.986,-23387.13903,3479904.561,-22985.1891,3480723.794
8,Polyline,637352,159,108.394011,108.394011,13816.9701,3476259.324,13850.32673,3476216.608,13886.6518,3476237.797
9,Polyline,637526,530,2486.874307,2486.874307,-33485.4738,3477121.689,-33422.16002,3478363.513,-33250.4802,3479558.801
10,Polyline,637527,165,5380.359193,5380.359193,-16609.5881,3476043.268,-15502.01296,3478313.313,-14979.6783,3480833.579
11,Polyline,637608,159,4765.247041,4765.247041,-26963.8932,3476095.386,-25247.00273,3477632.944,-23435.7206,3478933.986
12,Polyline,637693,126,3118.700364,3118.700364,-36127.6963,3476096.599,-34853.78474,3476727.509,-33485.4738,3477121.689
13,Polyline,637926,824,12972.8648,12972.8648,-4591.9017,3473370.166,-9077.790635,3476187.628,-12642.2479,3479790.966
14,Polyline,638167,188,4307.644522,4307.644522,-33884.6447,3473197.883,-33190.12679,3475097.645,-33485.4738,3477121.689
15,Polyline,638168,389,5217.612103,5217.612103,20962.0635,3470548.327,19202.33291,3472308.009,18563.2794,3474671.929
16,Polyline,638237,301,5138.295509,5138.295509,-56968.0452,3473935.008,-55193.3719,3475792.71,-53418.6986,3477650.411
17,Polyline,638238,1417,5396.158543,5396.158543,-46817.0446,3473632.571,-47543.56005,3476056.271,-48884.4275,3478288.282
18,Polyline,638239,2652,7461.924752,7461.924752,10023.5213,3470821.913,12104.60896,3473506.789,14206.9485,3476137.788
19,Polyline,638318,180,2747.574169,2747.574169,5927.1101,3472637.061,6772.25175,3471553.997,7617.3934,3470470.934
20,Polyline,638319,345,2599.844896,2599.844896,7617.3934,3470470.934,8915.891414,3470410.096,10023.5213,3470821.913
21,Polyline,638396,755,1620.175925,1620.175925,-45672.4995,3472644.689,-46321.89791,3472991.421,-46817.0446,3473632.571
22,Polyline,638397,139,3041.057024,3041.057024,-43389.6701,3474382.513,-44623.20995,3473745.142,-45672.4995,3472644.689
23,Polyline,638460,173,3990.374725,3990.374725,-6150.2173,3469966.896,-5078.199649,3471543.652,-4591.9017,3473370.166
24,Polyline,638461,115,2322.276974,2322.276974,5774.4879,3469398.376,6648.283563,3470052.788,7617.3934,3470470.934
25,Polyline,638533,232,10861.13827,10861.13827,-11141.7166,3469745.083,-11093.29926,3474404.833,-12687.6211,3478865.491
26,Polyline,638534,379,7824.877579,7824.877579,596.2396,3469411.713,-1730.012425,3471660.087,-4591.9017,3473370.166
27,Polyline,638602,1427,9835.358124,9835.358124,-22682.491,3470081.726,-22062.24312,3474531.595,-23435.7206,3478933.986
28,Polyline,638644,891,463.346531,463.346531,-22705.5439,3469618.953,-22694.01745,3469850.339,-22682.491,3470081.726
29,Polyline,638645,324,12127.35286,12127.35286,-15162.6322,3469014.022,-13710.12376,3474275.963,-12687.6211,3478865.491
30,Polyline,638719,604,3703.946207,3703.946207,-43406.7431,3470206.54,-44296.29249,3471644.95,-45672.4995,3472644.689
31,Polyline,638802,210,5218.06037,5218.06037,-38857.1493,3469507.873,-41039.79129,3469625.326,-43406.7431,3470206.54
32,Polyline,638803,268,6255.942669,6255.942669,28366.0924,3466968.048,30571.33833,3467551.496,33033.2276,3468931.379
33,Polyline,638874,301,1074.536927,1074.536927,-43852.4028,3469301.436,-43777.49693,3469817.697,-43406.7431,3470206.54
34,Polyline,638875,260,8748.169348,8748.169348,-30143.2699,3468368.152,-26759.48815,3470612.558,-22682.491,3470081.726
35,Polyline,638876,2128,5745.768369,5745.768369,13407.026,3466491.637,11944.59564,3468852.914,10023.5213,3470821.913
36,Polyline,638946,136,916.939605,916.939605,-69098.2912,3470872.145,-68818.7472,3470508.759,-68539.2032,3470145.373
37,Polyline,638947,339,5408.175228,5408.175228,-66298.2091,3474701.091,-67259.95303,3472354.404,-68539.2032,3470145.373
38,Polyline,638948,101,916.63103,916.63103,-43291.7414,3468576.266,-43572.0721,3468938.851,-43852.4028,3469301.436
39,Polyline,638949,14143,6034.131548,6034.131548,37237.2629,3464951.204,34921.59885,3466443.884,33362.3094,3468909.783
40,Polyline,639039,635,2611.864719,2611.864719,-23616.1565,3467344.716,-23160.81434,3468481.815,-22705.5439,3469618.953
41,Polyline,639040,255,4845.984877,4845.984877,-19042.7346,3467117.695,-20759.09417,3468589.168,-22705.5439,3469618.953
42,Polyline,639156,142,3916.722409,3916.722409,-27054.6707,3466356.834,-25382.67413,3466969.066,-23616.1565,3467344.716
43,Polyline,639289,434,9427.804152,9427.804152,-52562.1497,3466739.235,-49602.49197,3470276.103,-46817.0446,3473632.571
44,Polyline,639290,2260,4349.449132,4349.449132,34352.3235,3462761.291,36332.98468,3463137.223,37237.2629,3464951.204
45,Polyline,639357,101,915.847518,915.847518,33725.1729,3462093.864,34038.7482,3462427.577,34352.3235,3462761.291
46,Polyline,639358,11617,4016.498825,4016.498825,39103.039,3462088.532,37865.17479,3463175.093,37237.2629,3464951.204
47,Polyline,639359,132,3820.651169,3820.651169,41420.9735,3464999.471,40113.7272,3463606.47,39103.039,3462088.532
48,Polyline,639423,212,6635.223675,6635.223675,14219.1529,3462513.216,15908.0382,3464763.765,13407.026,3466491.637
49,Polyline,639477,553,4152.176796,4152.176796,-68539.2032,3470145.373,-68292.70649,3468218.679,-68341.7513,3466420.227
50,Polyline,639478,352,7426.476734,7426.476734,-61676.4326,3467918.896,-65161.81975,3467555.405,-68341.7513,3466420.227
51,Polyline,639479,10912,2812.944971,2812.944971,41448.2499,3461059.165,40508.16736,3462027.057,39103.039,3462088.532
52,Polyline,639549,192,6121.751913,6121.751913,-47486.3596,3464617.044,-45961.64468,3467085.075,-43852.4028,3469301.436
53,Polyline,639632,661,3513.546065,3513.546065,-82491.9279,3468262.357,-83535.34652,3467176.513,-85133.3073,3466877.308
54,Polyline,639633,103,1379.16069,1379.16069,18196.0177,3462330.277,18621.16197,3461787.347,18739.6283,3461146.414
55,Polyline,639634,2109,17012.22497,17012.22497,18739.6283,3461146.414,26471.36847,3462649.753,34352.3235,3462761.291
56,Polyline,639836,214,6958.280997,6958.280997,60227.7623,3457709.325,62642.27571,3460156.784,65368.2349,3461612
57,Polyline,639977,10503,3978.825509,3978.825509,43295.8891,3457734.932,42371.94144,3459396.966,41448.2499,3461059.165
58,Polyline,639978,276,6925.853718,6925.853718,48426.3102,3461220.702,45618.912,3459770.442,43295.8891,3457734.932
59,Polyline,640202,448,10601.09168,10601.09168,-28187.0325,3459686.3,-25036.81904,3462847.594,-23616.1565,3467344.716
60,Polyline,640203,1728,20069.32861,20069.32861,-2518.0443,3458430.303,5601.319962,3462682.979,13407.026,3466491.637
61,Polyline,640204,2370,1343.89613,1343.89613,76248.6611,3454968.22,76275.65845,3455639.626,76302.6558,3456311.031
62,Polyline,640281,192,2675.49751,2675.49751,-88726.1116,3462433.1,-89823.33561,3462959.017,-90920.5054,3463485.064
63,Polyline,640282,623,19680.38455,19680.38455,-18669.3399,3458517.447,-9884.722228,3460639.563,-2518.0443,3458430.303
64,Polyline,640339,1930,1073.226878,1073.226878,76609.2192,3454027.377,76581.94683,3454547.656,76248.6611,3454968.22
65,Polyline,640340,192,3961.236029,3961.236029,80512.965,3453871.345,77803.25059,3454905.843,76248.6611,3454968.22
66,Polyline,640399,108,1528.96984,1528.96984,-75970.5894,3461959.676,-76500.0341,3461408.2,-77029.4788,3460856.725
67,Polyline,640465,1105,12667.43318,12667.43318,-68341.7513,3466420.227,-72541.75889,3462004.805,-77029.4788,3460856.725
68,Polyline,640520,379,9953.92281,9953.92281,63018.5297,3452960.474,64190.15034,3457528.862,67839.3806,3460551.552
69,Polyline,640597,10164,4905.102738,4905.102738,45104.9509,3453486.113,44200.24801,3455610.408,43295.8891,3457734.932
70,Polyline,640598,269,9490.328586,9490.328586,52583.5298,3455946.289,48601.79488,3456332.339,45104.9509,3453486.113
71,Polyline,640670,535,18528.57535,18528.57535,24989.1316,3453909.338,33285.84266,3455856.371,39103.039,3462088.532
72,Polyline,640747,49616,1060.157971,1060.157971,-95082.0851,3459538.723,-95404.5634,3459959.427,-95727.0417,3460380.13
73,Polyline,640748,130,2404.479162,2404.479162,-9240.5129,3455506.562,-8039.667816,3455448.673,-7073.3828,3454938.35
74,Polyline,640749,634,6334.463617,6334.463617,-7073.3828,3454938.35,-4399.248262,3456004.09,-2518.0443,3458430.303
75,Polyline,640818,131,314.033063,314.033063,-101496.0631,3459205.986,-101487.1167,3459362.747,-101478.1702,3459519.509
76,Polyline,640819,208,5709.072097,5709.072097,7563.8607,3456563.168,9947.557532,3455524.774,11613.7219,3453592.911
77,Polyline,640820,1598,11637.43894,11637.43894,11613.7219,3453592.911,15648.48277,3457115.773,18739.6283,3461146.414
78,Polyline,640821,326,12114.09377,12114.09377,34091.0104,3452344.727,38192.52418,3456268.296,41448.2499,3461059.165
79,Polyline,640822,9747,1388.87917,1388.87917,45045.121,3452098.523,45075.03595,3452792.318,45104.9509,3453486.113
80,Polyline,640906,116,2633.104977,2633.104977,-66339.9914,3459115.789,-66410.6375,3457801.134,-65655.303,3456989.79
81,Polyline,640907,206,7469.404704,7469.404704,-60417.8996,3461584.526,-62704.71522,3458758.782,-65655.303,3456989.79
82,Polyline,640908,276,1407.348551,1407.348551,46219.0632,3451584.599,45748.14345,3452068.242,45045.121,3452098.523
83,Polyline,640909,139,2934.138718,2934.138718,48437.5029,3452184.507,47469.73285,3451948.978,46219.0632,3451584.599
84,Polyline,640910,1522,6078.037702,6078.037702,80837.3089,3450153.27,78798.1844,3452238.033,76609.2192,3454027.377
85,Polyline,640987,106,1771.34152,1771.34152,-95572.0336,3457940.506,-95400.97495,3458771.889,-95082.0851,3459538.723
86,Polyline,640988,470,11932.43579,11932.43579,-35269.0591,3461667.943,-38735.73181,3460201.64,-41384.521,3455251.839
87,Polyline,640989,104,1379.60951,1379.60951,12157.3181,3452408.685,11732.04813,3452951.802,11613.7219,3453592.911
88,Polyline,641059,816,3028.541308,3028.541308,9160.892,3452315.78,10574.00459,3452492.001,11613.7219,3453592.911
89,Polyline,641142,117,1380.569387,1380.569387,-40846.4606,3454064.102,-41269.31789,3454609.707,-41384.521,3455251.839
90,Polyline,641143,236,6321.346681,6321.346681,2193.9106,3452642.062,4498.373811,3453863.572,6750.6368,3451964.466
91,Polyline,641144,564,2603.789505,2603.789505,6750.6368,3451964.466,8051.117434,3451903.802,9160.892,3452315.78
92,Polyline,641145,129,3477.100766,3477.100766,48746.4692,3450086.159,47140.29252,3450416.1,46219.0632,3451584.599
93,Polyline,641283,300,6700.661656,6700.661656,-44343.4116,3459812.941,-44906.84113,3456635.325,-45064.4275,3453584.982
94,Polyline,641284,658,4439.696526,4439.696526,-41384.521,3455251.839,-43412.89333,3454892.072,-45064.4275,3453584.982
95,Polyline,641285,261,3770.111267,3770.111267,-8036.5846,3451506.303,-7554.936235,3453222.298,-7073.3828,3454938.35
96,Polyline,641360,9454,3536.320913,3536.320913,45701.7342,3448826.554,45373.35542,3450462.5,45045.121,3452098.523
97,Polyline,641361,123,2217.16851,2217.16851,64608.5661,3448030.571,65554.58864,3448379.324,66399.6115,3447956.927
98,Polyline,641362,738,15958.2205,15958.2205,66399.6115,3447956.927,72476.41699,3452251.937,71104.4107,3459034.499
99,Polyline,641446,49424,8699.488364,8699.488364,-88542.2736,3454991.188,-92123.70882,3456675.66,-95082.0851,3459538.723
100,Polyline,641447,1377,21074.63092,21074.63092,-76471.3093,3471030.427,-81411.87294,3462405.047,-88542.2736,3454991.188
101,Polyline,641448,349,3541.270099,3541.270099,-65655.303,3456989.79,-66288.56872,3455454.987,-66625.9417,3453791.965
102,Polyline,641449,432,15543.7317,15543.7317,-55392.7788,3462246.587,-60147.98238,3456620.161,-66625.9417,3453791.965
103,Polyline,641450,404,9373.086716,9373.086716,77316.6803,3446819.881,76466.84559,3450480.186,76609.2192,3454027.377
104,Polyline,641589,47739,1223.742549,1223.742549,-87796.8026,3454020.715,-88169.5381,3454505.952,-88542.2736,3454991.188
105,Polyline,641590,1524,15129.77665,15129.77665,-77029.4788,3460856.725,-82332.50792,3458863.488,-87796.8026,3454020.715
106,Polyline,641591,792,1223.375121,1223.375121,-66625.9417,3453791.965,-67049.26305,3453350.421,-67472.5844,3452908.878
107,Polyline,641592,8853,1684.592271,1684.592271,44845.8443,3447473.229,45273.81321,3448149.873,45701.7342,3448826.554
108,Polyline,641593,854,5199.346355,5199.346355,83458.3015,3445881.403,82147.57059,3448017.159,80837.3089,3450153.27
109,Polyline,641656,70615,1362.53373,1362.53373,-114858.0332,3456313.879,-115149.2122,3455744.162,-115327.3306,3455124.822
110,Polyline,641657,103,1609.35071,1609.35071,-66102.7349,3452371.086,-66826.34775,3452566.309,-67472.5844,3452908.878
111,Polyline,641658,538,3889.249762,3889.249762,48409.1207,3446857.043,46930.15624,3447847.062,45701.7342,3448826.554
112,Polyline,641659,198,10264.18702,10264.18702,57084.9123,3449269.858,52390.50012,3448636.79,48409.1207,3446857.043
113,Polyline,641730,104,1182.88163,1182.88163,-116869.8169,3455648.136,-116510.7616,3455178.155,-116151.7063,3454708.175
114,Polyline,641731,70751,1011.516522,1011.516522,-115327.3306,3455124.822,-115679.0325,3454761.37,-116151.7063,3454708.175
115,Polyline,641732,286,8110.677298,8110.677298,39602.1651,3450712.582,41804.95583,3447427.981,44845.8443,3447473.229
116,Polyline,641733,264,2462.077725,2462.077725,66702.8554,3445628.311,66551.20747,3446792.62,66399.6115,3447956.927
117,Polyline,641734,581,1221.186736,1221.186736,84217.9715,3444925.265,83838.1365,3445403.334,83458.3015,3445881.403
118,Polyline,641805,140,3989.601671,3989.601671,-90876.6439,3452566.909,-89164.66901,3453168.051,-87796.8026,3454020.715
119,Polyline,641806,100,916.086563,916.086563,66077.2556,3444959.103,66390.0555,3445293.707,66702.8554,3445628.311
120,Polyline,641872,125,1920.188881,1920.188881,-114624.3328,3453457.366,-114744.3349,3454362,-115327.3306,3455124.822
121,Polyline,641873,46068,4044.420345,4044.420345,-84710.9654,3451991.628,-86409.30978,3452711.623,-87796.8026,3454020.715
122,Polyline,641874,510,17205.57895,17205.57895,-71045.1947,3457048.149,-78180.51436,3454882.981,-84710.9654,3451991.628
123,Polyline,641875,45441,798.435055,798.435055,-83913.7486,3451947.539,-84312.357,3451969.584,-84710.9654,3451991.628
124,Polyline,641876,200,6065.905727,6065.905727,9311.9585,3446976.796,8237.3799,3449618.643,9160.892,3452315.78
125,Polyline,641877,8551,2147.652364,2147.652364,45562.5788,3445588.87,44897.61207,3446432.032,44845.8443,3447473.229
126,Polyline,641929,277,8725.518205,8725.518205,1523.0008,3446877.369,4769.878033,3449429.801,6750.6368,3451964.466
127,Polyline,641930,107,1841.806224,1841.806224,67233.7872,3443985.267,66665.16211,3444708.18,66702.8554,3445628.311
128,Polyline,641993,103,1159.298206,1159.298206,-83977.7119,3450790.006,-83945.73025,3451368.772,-83913.7486,3451947.539
129,Polyline,642058,107,1843.71024,1843.71024,-21935.8511,3448936.921,-21372.74268,3448208.5,-21418.1383,3447287.763
130,Polyline,642059,324,9774.421679,9774.421679,-18254.3023,3454786.05,-18100.77256,3450339.94,-21418.1383,3447287.763
131,Polyline,642060,285,5735.344337,5735.344337,52073.7887,3443921.148,49904.86575,3444515.174,48409.1207,3446857.043
132,Polyline,642126,71282,3944.714082,3944.714082,-120301.8773,3452162.576,-121846.0485,3452253.331,-123375.6568,3453195.306
133,Polyline,642127,71058,5271.007704,5271.007704,-116151.7063,3454708.175,-118226.6563,3453435.119,-120301.8773,3452162.576
134,Polyline,642128,6612,2147.723019,2147.723019,44686.5963,3443773.001,45124.61772,3444680.917,45562.5788,3445588.87
135,Polyline,642194,310,9219.657502,9219.657502,-33607.2477,3455087.577,-35989.90695,3451407.429,-37005.4533,3447139.692
136,Polyline,642195,111,2008.146721,2008.146721,-35188.6624,3447511.625,-36066.25798,3447248.356,-37005.4533,3447139.692
137,Polyline,642265,222,3946.266718,3946.266718,15799.1135,3444823.414,17483.69964,3445441.855,18755.1827,3443993.221
138,Polyline,642266,188,6065.350838,6065.350838,20988.0381,3449222.867,19649.20949,3446702.249,18755.1827,3443993.221
139,Polyline,642267,278,5839.229295,5839.229295,87846.3696,3440846.966,86335.12547,3443232.262,84217.9715,3444925.265
140,Polyline,642327,120,1772.20732,1772.20732,-120795.8831,3450564.885,-120622.786,3451396.215,-120301.8773,3452162.576
141,Polyline,642486,124,2538.516064,2538.516064,-4939.0068,3445328.89,-4022.532905,3444589.583,-3223.037,3443624.066
142,Polyline,642487,107,1528.277837,1528.277837,-2171.9436,3444733.497,-2697.4903,3444178.782,-3223.037,3443624.066
143,Polyline,642488,157,7134.728127,7134.728127,80823.062,3439733.17,82140.98524,3442807.099,83458.3015,3445881.403
144,Polyline,642489,2443,659.501416,659.501416,98752.3457,3439270.685,98764.82261,3439600.2,98903.834,3439877.21
145,Polyline,642562,14169,13170.00327,13170.00327,-101318.535,3448278.014,-103011.0774,3453679.092,-104453.7286,3458973.088
146,Polyline,642644,45332,7187.819011,7187.819011,-80605.8913,3446656.909,-82036.17551,3449740.857,-83913.7486,3451947.539
147,Polyline,642645,1248,16892.26108,16892.26108,-67472.5844,3452908.878,-73481.34741,3449518.945,-80605.8913,3446656.909
148,Polyline,642646,480,2928.669854,2928.669854,-37005.4533,3447139.692,-37030.48364,3445692.715,-36747.7287,3444342.546
149,Polyline,642647,451,2315.466855,2315.466855,18755.1827,3443993.221,18702.62105,3442836.682,18650.0594,3441680.142
150,Polyline,642648,207,4000.846977,4000.846977,24761.7675,3444417.158,25569.40713,3442758.601,26618.9935,3441321.094
151,Polyline,642649,2514,20393.29863,20393.29863,26618.9935,3441321.094,35464.73002,3444173.731,41758.6738,3440655.533
152,Polyline,642650,4151,4527.603692,4527.603692,41758.6738,3440655.533,43433.85579,3441997.789,44686.5963,3443773.001
153,Polyline,642706,563,14405.66423,14405.66423,-27972.1872,3452020.361,-31012.51726,3445977.012,-36747.7287,3444342.546
154,Polyline,642789,2442,5054.546208,5054.546208,46898.1124,3439507.803,46252.18846,3441789.058,44686.5963,3443773.001
155,Polyline,642858,1921,10147.46737,10147.46737,52456.2314,3438808.366,49159.91445,3442493.702,45562.5788,3445588.87
156,Polyline,642927,269,6551.176715,6551.176715,-127198.2892,3447224.069,-127799.2664,3450083.805,-125909.0905,3452092.128
157,Polyline,642928,125,3148.125856,3148.125856,54696.0569,3439872.335,53493.86112,3439031.62,52456.2314,3438808.366
158,Polyline,642929,607,19011.95521,19011.95521,70953.1683,3437348.994,78140.13179,3442477.174,80837.3089,3450153.27
159,Polyline,642930,1348,4563.870591,4563.870591,95859.1733,3436602.391,97750.6761,3437456.551,98752.3457,3439270.685
160,Polyline,643000,131,1715.481798,1715.481798,-15900.07,3441683.024,-15372.47544,3441006.738,-14538.5761,3440921.094
161,Polyline,643001,273,6087.225464,6087.225464,-14257.5987,3446705.286,-14390.95032,3443961.125,-14538.5761,3440921.094
162,Polyline,643002,1032,7147.321196,7147.321196,18650.0594,3441680.142,22074.16653,3441234.822,24124.5303,3439115.194
163,Polyline,643003,1723,3705.427543,3705.427543,24124.5303,3439115.194,25098.5066,3440588.959,26618.9935,3441321.094
164,Polyline,643004,290,10883.05164,10883.05164,82288.5883,3436433.427,84296.73463,3440458.925,84217.9715,3444925.265
165,Polyline,643005,715,5394.124072,5394.124072,90663.1614,3436338.556,93164.0878,3436705.627,95859.1733,3436602.391
166,Polyline,643067,1090,8679.595888,8679.595888,-94321.4511,3444631.086,-97275.74505,3447484.151,-101318.535,3448278.014
167,Polyline,643068,1659,1388.73797,1388.73797,52397.675,3437420.864,52426.9532,3438114.615,52456.2314,3438808.366
168,Polyline,643130,2977,318.320849,318.320849,-135847.6124,3446577.722,-135944.0859,3446704.312,-136040.5593,3446830.901
169,Polyline,643131,621,1074.284835,1074.284835,23684.4495,3438207.892,24052.94894,3438598.699,24124.5303,3439115.194
170,Polyline,643132,1565,3536.95983,3536.95983,40821.69,3437452.245,40898.1821,3439219.07,41758.6738,3440655.533
171,Polyline,643133,357,2231.876315,2231.876315,53972.0826,3436891.236,53122.02223,3437309.868,52397.675,3437420.864
172,Polyline,643134,201,3547.082686,3547.082686,56649.1727,3438863.861,55436.37446,3437569.809,53972.0826,3436891.236
173,Polyline,643195,181,3341.989339,3341.989339,-107248.0802,3446061.161,-106176.8756,3444838.23,-104747.3581,3444291.923
174,Polyline,643196,107,1382.260137,1382.260137,-105279.7355,3445483.859,-104859.2133,3444935.387,-104747.3581,3444291.923
175,Polyline,643197,12684,5316.057436,5316.057436,-103949.3254,3444246.408,-102290.0397,3446010.318,-101318.535,3448278.014
176,Polyline,643198,593,8154.155958,8154.155958,-21418.1383,3447287.763,-22401.38156,3443550.817,-23776.4381,3439981.847
177,Polyline,643199,883,7154.368592,7154.368592,103357.8443,3434467.401,101282.5685,3437067.259,98752.3457,3439270.685
178,Polyline,643200,456,844.571892,844.571892,104201.8285,3434435.9,103779.8364,3434451.651,103357.8443,3434467.401
179,Polyline,643283,289,612.290889,612.290889,-104747.3581,3444291.923,-104561.0549,3444048.99,-104374.7517,3443806.058
180,Polyline,643284,12262,612.287236,612.287236,-104374.7517,3443806.058,-104162.0386,3444026.233,-103949.3254,3444246.408
181,Polyline,643285,216,10022.42456,10022.42456,-54680.7077,3449212.177,-56311.43685,3444798.974,-54108.1075,3441059.407
182,Polyline,643286,218,5331.664766,5331.664766,-51510.2029,3444869.091,-52734.9588,3442932.176,-54108.1075,3441059.407
183,Polyline,643287,100,917.407515,917.407515,-23212.5841,3439258.172,-23494.5111,3439620.009,-23776.4381,3439981.847
184,Polyline,643288,218,6579.742914,6579.742914,10847.8491,3441342.065,13030.53887,3439049.02,15670.654,3437643.609
185,Polyline,643289,479,5455.711507,5455.711507,15670.654,3437643.609,16949.77972,3439878.782,18650.0594,3441680.142
186,Polyline,643290,315,3217.410746,3217.410746,20852.6744,3437408.33,22081.37922,3438270.276,23684.4495,3438207.892
187,Polyline,643339,547,2909.363876,2909.363876,-14538.5761,3440921.094,-13951.00552,3439676.86,-13055.9094,3438530.168
188,Polyline,643417,107,1769.991329,1769.991329,-25758.6416,3440311.894,-25676.32064,3439467.848,-25440.1447,3438672.416
189,Polyline,643418,748,2234.122709,2234.122709,-23776.4381,3439981.847,-24546.49655,3439172.627,-25440.1447,3438672.416
190,Polyline,643419,217,4529.834036,4529.834036,3055.0023,3441240.985,2886.032859,3439250.131,3668.079,3437270.962
191,Polyline,643420,141,2072.133054,2072.133054,14233.1064,3436782.13,15256.10916,3436764.454,15670.654,3437643.609
192,Polyline,643500,105,1928.111567,1928.111567,-14507.5681,3437440.914,-13829.13458,3438103.773,-13055.9094,3438530.168
193,Polyline,643501,115,2407.552882,2407.552882,5839.3509,3436705.975,4636.88058,3436762.036,3668.079,3437270.962
194,Polyline,643586,273,11868.46538,11868.46538,-116492.0944,3445433.488,-111046.0739,3444188.888,-106076.7933,3442044.774
195,Polyline,643587,11970,2700.582416,2700.582416,-106076.7933,3442044.774,-105017.1303,3442705.499,-104374.7517,3443806.058
196,Polyline,643588,126,3849.517871,3849.517871,-95513.889,3441214.129,-94769.64626,3442857.967,-94321.4511,3444631.086
197,Polyline,643589,718,8558.04618,8558.04618,-88118.332,3441033.734,-90898.92111,3443383.54,-94321.4511,3444631.086
198,Polyline,643590,160,2329.727102,2329.727102,-86258.6556,3442091.876,-87066.67636,3441252.823,-88118.332,3441033.734
199,Polyline,643591,43796,9109.499277,9109.499277,-76147.6835,3440376.791,-79085.43597,3443195.591,-80605.8913,3446656.909
200,Polyline,643592,136,3947.981211,3947.981211,17768.5005,3435461.98,19123.56979,3436897.399,20852.6744,3437408.33
201,Polyline,643593,148,6509.989166,6509.989166,58837.6686,3433908.142,55836.13693,3434535.218,53972.0826,3436891.236
202,Polyline,643594,218,7181.916465,7181.916465,85539.3729,3432832.681,87582.44079,3435246.575,90663.1614,3436338.556
203,Polyline,643661,120,2843.388249,2843.388249,19940.4028,3434900.01,20396.5773,3436154.151,20852.6744,3437408.33
204,Polyline,643662,219,3599.600683,3599.600683,104839.5039,3431402.781,104481.0592,3433061.105,103357.8443,3434467.401
205,Polyline,643728,1029,1224.202506,1224.202506,-76197.968,3439450.834,-76571.84205,3439935.485,-76147.6835,3440376.791
206,Polyline,643729,511,14299.50585,14299.50585,29687.9045,3434000.401,34836.38983,3435940.728,40821.69,3437452.245
207,Polyline,643802,643,14139.25957,14139.25957,-125118.1766,3441755.806,-130541.4614,3443936.239,-131680.6675,3449284.816
208,Polyline,643803,42301,7855.463976,7855.463976,-69439.4177,3438621.735,-72887.26545,3439735.904,-76147.6835,3440376.791
209,Polyline,643804,339,10301.20571,10301.20571,-66761.7781,3447531.574,-67057.97745,3442851.878,-69439.4177,3438621.735
210,Polyline,643962,728,4846.889496,4846.889496,-13055.9094,3438530.168,-12740.54666,3436785.22,-11639.3628,3434751.376
211,Polyline,643963,579,13986.55926,13986.55926,-3223.037,3443624.066,-6296.579918,3437807.792,-11639.3628,3434751.376
212,Polyline,644037,305,7644.008157,7644.008157,-100447.0575,3438937.143,-103166.3721,3440738.607,-103949.3254,3444246.408
213,Polyline,644038,306,8788.584638,8788.584638,-45976.3402,3443654.144,-45795.89507,3439393.196,-46369.5795,3436017.012
214,Polyline,644039,1323,13722.76307,13722.76307,-36747.7287,3444342.546,-41853.98059,3440305.953,-46369.5795,3436017.012
215,Polyline,644119,105,999.820341,999.820341,-114047.3376,3439250.457,-113548.2602,3439221.614,-113049.1828,3439192.77
216,Polyline,644120,107,1159.773429,1159.773429,-112982.3122,3440350.614,-113015.7475,3439771.692,-113049.1828,3439192.77
217,Polyline,644121,143,2846.616758,2846.616758,-64215.2538,3439039.11,-64756.0481,3437819.364,-65148.7426,3436535.439
218,Polyline,644122,301,7437.334958,7437.334958,24999.445,3431891.442,23160.63238,3434962.068,23684.4495,3438207.892
219,Polyline,644198,41763,5670.810103,5670.810103,-65148.7426,3436535.439,-67705.59416,3436378.216,-69439.4177,3438621.735
220,Polyline,644199,1286,8824.557097,8824.557097,56491.1448,3430299.542,53831.15512,3433537.446,52397.675,3437420.864
221,Polyline,644200,182,8623.284964,8623.284964,62889.9444,3435361.969,59816.91109,3432522.456,56491.1448,3430299.542
222,Polyline,644280,591,1991.303771,1991.303771,-144651.8656,3440135.065,-143957.2552,3440848.394,-143750.461,3441777.436
223,Polyline,644281,201,4850.983024,4850.983024,-87164.4651,3436568.694,-87564.41181,3438825.07,-88118.332,3441033.734
224,Polyline,644357,260,4237.115506,4237.115506,-113049.1828,3439192.77,-111292.5063,3438394.468,-109535.6465,3437596.521
225,Polyline,644358,470,1224.976006,1224.976006,-109535.6465,3437596.521,-109109.7896,3438036.734,-108737.0513,3437550.724
226,Polyline,644359,11603,6032.660268,6032.660268,-108737.0513,3437550.724,-107015.9754,3439626.43,-106076.7933,3442044.774
