OBJECTID *,Shape *,ARCID,UP_CELLS,Shape_Length,LENGTH,START_X,START_Y,MID_X,MID_Y,END_X,END_Y
5235,Polyline,687602,212,6543.498835,6543.498835,424244.6584,3135294.061,423447.0473,3138261.621,422240.647,3141077.469
5236,Polyline,687603,11539,6132.847533,6132.847533,518579.3928,3136220.044,521438.6681,3135763.335,524298.0432,3135307.232
5237,Polyline,687653,99593,5064.304541,5064.304541,-250586.829,3162410.288,-252082.0607,3160488.397,-251233.9125,3158725.579
5238,Polyline,687654,115,1547.742099,1547.742099,-106635.7442,3151557.567,-106153.3957,3150952.409,-105671.0472,3150347.251
5239,Polyline,687655,8571,3080.435759,3080.435759,-105671.0472,3150347.251,-104132.8486,3150268.408,-102779.5479,3150663.41
5240,Polyline,687656,141,2240.145283,2240.145283,-49052.2567,3149663.934,-48817.99984,3148638.577,-48739.7246,3147562.267
5241,Polyline,687657,108,1956.362929,1956.362929,-47252.9546,3148652.716,-47934.38414,3147950.937,-48739.7246,3147562.267
5242,Polyline,687658,3143,1235.440115,1235.440115,67930.3943,3143642.557,68322.53275,3143165.267,68714.6712,3142687.978
5243,Polyline,687659,113,926.53682,926.53682,74228.4196,3142256.504,73934.15225,3142614.309,73639.8849,3142972.114
5244,Polyline,687660,1652,12330.55576,12330.55576,205948.5123,3149107.606,203771.4336,3143768.693,202005.3009,3138575.157
5245,Polyline,687661,218,8201.948038,8201.948038,208828.4917,3141640.61,205515.4276,3139873.877,202005.3009,3138575.157
5246,Polyline,687662,16749,1695.067305,1695.067305,293559.4864,3138007.925,293955.9045,3137308.15,294352.3725,3136608.412
5247,Polyline,687663,480,13107.29707,13107.29707,305640.0795,3139650.571,300088.8749,3137433.874,294352.3725,3136608.412
5248,Polyline,687664,369,15244.59487,15244.59487,459568.8332,3134658.979,463059.9481,3140955.207,461448.1148,3147346.723
5249,Polyline,687665,216,4815.122311,4815.122311,513884.3091,3135521.217,515771.762,3135754.406,517764.7946,3134834.026
5250,Polyline,687666,458,1694.1968,1694.1968,517764.7946,3134834.026,518325.118,3135469.332,518579.3928,3136220.044
5251,Polyline,687667,183,6236.73325,6236.73325,576575.1267,3134837.711,577859.4943,3137471.498,578173.6666,3140156.937
5252,Polyline,687668,169,3887.424002,3887.424002,592297.4686,3135180.749,590558.2046,3135628.964,588819.0069,3136077.408
5253,Polyline,687669,275,7177.139981,7177.139981,696047.167,3136445.367,692895.1668,3137398.345,692507.0313,3140543.95
5254,Polyline,687736,291,13286.72836,13286.72836,-142692.8855,3153468.124,-137061.2825,3152000.968,-132131.2218,3154987.403
5255,Polyline,687737,93212,2010.778463,2010.778463,-127313.5726,3152871.895,-127001.4304,3151984.623,-127002.3344,3150997.402
5256,Polyline,687738,8415,619.112533,619.112533,-106104.5355,3149905.224,-105887.7914,3150126.237,-105671.0472,3150347.251
5257,Polyline,687739,1769,6070.257453,6070.257453,28769.1508,3147919.892,30527.09858,3145765.297,32285.6492,3143611.131
5258,Polyline,687740,204,3936.621947,3936.621947,32832.1228,3147063.455,33169.51731,3145235.48,32285.6492,3143611.131
5259,Polyline,687741,775,8170.346834,8170.346834,118774.1233,3146055.903,121528.5668,3143212.142,123501.9893,3140352.468
5260,Polyline,687742,1223,3340.968292,3340.968292,125619.755,3142598.284,124473.7614,3141382.876,123501.9893,3140352.468
5261,Polyline,687743,5172,8516.329263,8516.329263,157531.5425,3142554.69,159951.0939,3139710.134,163596.288,3140068.242
5262,Polyline,687744,161,4817.795064,4817.795064,289233.2676,3136005.669,291142.2791,3137126.582,293150.9956,3138015.066
5263,Polyline,687745,2371,5697.851057,5697.851057,347925.4519,3140415.8,348044.9117,3137816.596,347043.1216,3135347.846
5264,Polyline,687746,100022,5592.583283,5592.583283,550017.8515,3137234.452,548480.1178,3135017.778,546353.8773,3134449.901
5265,Polyline,687747,31193,5532.276589,5532.276589,584336.6928,3134659.676,582085.5703,3135336.335,579834.6617,3136013.34
5266,Polyline,687748,121,2002.510801,2002.510801,585346.1025,3136282.653,584688.0572,3135528.008,584336.6928,3134659.676
5267,Polyline,687749,6275,11436.87271,11436.87271,643466.4779,3143078.516,639636.9114,3140046.037,640702.5104,3135195.751
5268,Polyline,687750,103,692.547986,692.547986,640694.2734,3135888.25,640698.3919,3135542.001,640702.5104,3135195.751
5269,Polyline,687800,8232,12874.41633,12874.41633,-113575.8929,3156328.137,-110555.2157,3151224.841,-106104.5355,3149905.224
5270,Polyline,687801,1113,9245.530743,9245.530743,113021.476,3145317.872,116709.399,3143265.743,119806.8964,3140008.105
5271,Polyline,687802,4426,1025.026875,1025.026875,347043.1216,3135347.846,346564.7195,3135276.151,346220.1489,3134896.756
5272,Polyline,687803,2043,4701.660561,4701.660561,351530.6415,3134828.928,349393.7606,3135317.859,347043.1216,3135347.846
5273,Polyline,687804,1757,817.056261,817.056261,352347.6338,3134818.705,351939.1377,3134823.816,351530.6415,3134828.928
5274,Polyline,687805,633,17628.71259,17628.71259,360270.3115,3148343.62,356575.6261,3141758.552,352347.6338,3134818.705
5275,Polyline,687806,4629,3850.365186,3850.365186,407924.7145,3137487.262,407095.3456,3135877.939,406265.7588,3134268.746
5276,Polyline,687807,140,1386.063567,1386.063567,480397.8466,3135067.723,480856.2244,3134547.931,481008.563,3133912.756
5277,Polyline,687808,584,21662.99056,21662.99056,530604.4784,3144322.987,539856.2743,3140822.495,545538.8352,3133985.136
5278,Polyline,687809,100520,1024.755879,1024.755879,546353.8773,3134449.901,545876.8767,3134370.18,545538.8352,3133985.136
5279,Polyline,687810,30862,616.381859,616.381859,584748.4262,3134200.98,584542.5595,3134430.328,584336.6928,3134659.676
5280,Polyline,687811,483,4916.099801,4916.099801,588819.0069,3136077.408,586783.8375,3135138.973,584748.4262,3134200.98
5281,Polyline,687873,1041,25436.62332,25436.62332,-170134.6841,3173360.471,-169532.3557,3162614.698,-167224.8356,3152274.674
5282,Polyline,687874,851,33944.07293,33944.07293,-167037.6825,3180854.284,-163930.4537,3166907.285,-167224.8356,3152274.674
5283,Polyline,687875,380,13944.88143,13944.88143,-95358.7668,3159338.458,-92103.17485,3153536.808,-89353.9304,3148128.382
5284,Polyline,687876,100,926.163753,926.163753,119171.1615,3139334.592,119489.029,3139671.349,119806.8964,3140008.105
5285,Polyline,687877,163,4407.169112,4407.169112,477539.1913,3135072.805,479134.6854,3133725.421,481008.563,3133912.756
5286,Polyline,687878,2042,2772.134121,2772.134121,496528.3151,3133436.441,495711.8382,3134513.281,495303.9306,3135744.793
5287,Polyline,687879,12049,9408.434902,9408.434902,524298.0432,3135307.232,528381.5976,3133931.55,532879.0006,3133481.598
5288,Polyline,687880,277,8669.485101,8669.485101,528982.4356,3140164.518,532051.2156,3137504.711,532879.0006,3133481.598
5289,Polyline,687881,6384,1078.177315,1078.177315,640702.5104,3135195.751,641064.5204,3134796.295,641121.9951,3134277.284
5290,Polyline,687939,2465,11781.35903,11781.35903,-231047.0931,3165369.544,-233796.0753,3160885.912,-232883.4442,3155707.38
5291,Polyline,687940,213,8085.085034,8085.085034,-228392.5209,3161713.324,-230622.3277,3158834.146,-232883.4442,3155707.38
5292,Polyline,687941,179,2421.782186,2421.782186,-105982.8909,3148273.959,-105318.1608,3149218.829,-106104.5355,3149905.224
5293,Polyline,687942,246933,6166.134691,6166.134691,-70942.6228,3146759.609,-73789.74353,3147364.34,-76177.3748,3148870.001
5294,Polyline,687943,246708,5255.779039,5255.779039,-69899.7511,3151349.018,-70011.61348,3149034.461,-70942.6228,3146759.609
5295,Polyline,687944,600,2880.286163,2880.286163,70692.7339,3140764.161,69778.27199,3141876.712,68714.6712,3142687.978
5296,Polyline,687945,106,1544.349818,1544.349818,71757.3854,3141882.88,71225.05965,3141323.52,70692.7339,3140764.161
5297,Polyline,687946,1265,4515.502002,4515.502002,119806.8964,3140008.105,121691.401,3139175.651,123457.8321,3138965.991
5298,Polyline,687947,2008,1387.179992,1387.179992,123501.9893,3140352.468,123479.9107,3139659.229,123457.8321,3138965.991
5299,Polyline,687948,29484,3085.91868,3085.91868,163596.288,3140068.242,164585.549,3138884.144,165574.8099,3137700.047
5300,Polyline,687949,162,2711.688159,2711.688159,167836.4474,3138098.714,166481.1414,3138136.91,165574.8099,3137700.047
5301,Polyline,687950,103,1022.297313,1022.297313,194396.3826,3136920.319,194907.3614,3136907.141,195418.3401,3136893.963
5302,Polyline,687951,550,13407.11848,13407.11848,195121.5624,3149151.828,194757.9289,3142997.05,195418.3401,3136893.963
5303,Polyline,687952,118,2047.968015,2047.968015,212801.9939,3136921.367,213679.7326,3136592.417,214630.1236,3136414.938
5304,Polyline,687953,1757,6367.321796,6367.321796,218010.2393,3140955.599,216754.2485,3138252.425,214630.1236,3136414.938
5305,Polyline,687954,13515,10939.43535,10939.43535,246309.2269,3145396.556,245793.1002,3140400.977,245283.453,3135715.31
5306,Polyline,687955,1161,6762.685179,6762.685179,251053.5367,3137902.71,248234.3574,3136654.084,245283.453,3135715.31
5307,Polyline,687956,276,9905.023424,9905.023424,560860.8105,3132899.986,558476.3658,3136944.831,554904.7682,3140025.805
5308,Polyline,687957,5155,13095.23162,13095.23162,652956.8784,3135347.846,647110.332,3134658.861,641121.9951,3134277.284
5309,Polyline,687958,111,1848.231715,1848.231715,653590.5785,3133739.901,652969.2716,3134423.983,652956.8784,3135347.846
5310,Polyline,688015,400,11606.51166,11606.51166,-97758.008,3152496.842,-94144.87583,3148710.277,-89353.9304,3148128.382
5311,Polyline,688016,121,1644.084604,1644.084604,-69531.301,3146227.482,-70275.21112,3146418.497,-70942.6228,3146759.609
5312,Polyline,688017,135,3541.966937,3541.966937,522874.5405,3132304.064,523484.2004,3133844.077,524298.0432,3135307.232
5313,Polyline,688018,101119,1694.334667,1694.334667,545538.8352,3133985.136,545286.2017,3133233.818,544727.2177,3132597.242
5314,Polyline,688019,11545,1233.007978,1233.007978,641121.9951,3134277.284,640718.9633,3133810.762,640315.9314,3133344.241
5315,Polyline,688088,866,24626.73796,24626.73796,-199665.2929,3174158.554,-201557.981,3163978.968,-202166.92,3152907.718
5316,Polyline,688089,2280,17497.13815,17497.13815,-196420.6067,3166522.136,-198419.4703,3159099.653,-202166.92,3152907.718
5317,Polyline,688090,478,21896.18117,21896.18117,450164.9225,3132156.036,457864.8756,3138263.708,461448.1148,3147346.723
5318,Polyline,688091,142,4465.17023,4465.17023,473448.1451,3131850.149,472839.9969,3133851.936,472027.6985,3135776.942
5319,Polyline,688092,366,4099.178544,4099.178544,481008.563,3133912.756,482640.928,3132987.074,484273.4596,3132061.62
5320,Polyline,688093,178,5200.281265,5200.281265,541045.3675,3134199.496,542453.7391,3132389.265,544727.2177,3132597.242
5321,Polyline,688094,30378,2001.291119,2001.291119,585170.1535,3132357.455,584806.7401,3133220.162,584748.4262,3134200.98
5322,Polyline,688159,350,13994.30064,13994.30064,-259923.261,3161379.356,-255631.1075,3156352.437,-251233.9125,3158725.579
5323,Polyline,688160,185,8750.466513,8750.466513,-208270.9827,3160949.863,-207769.9179,3156877.608,-207938.3609,3152787.381
5324,Polyline,688161,134,3765.683004,3765.683004,-205939.4296,3155226.534,-207039.0329,3154051.876,-207938.3609,3152787.381
5325,Polyline,688162,2032,3497.001002,3497.001002,32285.6492,3143611.131,32216.48769,3141863.999,33403.6583,3140787.795
5326,Polyline,688163,291,11612.74417,11612.74417,41954.92,3144621.623,37176.42088,3144344.815,33403.6583,3140787.795
5327,Polyline,688164,445,6429.046893,6429.046893,73639.8849,3142972.114,72716.91421,3140099.215,70692.7339,3140764.161
5328,Polyline,688165,435,5445.013185,5445.013185,180355.2451,3139603.08,181631.2401,3137603.195,183526.218,3135819.174
5329,Polyline,688166,1852,13151.25119,13151.25119,189121.0503,3146303.749,187666.2717,3140254.818,183526.218,3135819.174
5330,Polyline,688167,1114,7992.452892,7992.452892,358855.99,3132430.623,355714.0824,3134315.437,352347.6338,3134818.705
5331,Polyline,688168,636,15984.13242,15984.13242,367154.4885,3143646.698,364185.2979,3137858.02,358855.99,3132430.623
5332,Polyline,688169,136,2387.092904,2387.092904,385840.7112,3134217.326,385855.4053,3133033.477,386637.7648,3132132.108
5333,Polyline,688170,119,2002.802347,2002.802347,387674.4517,3133738.1,387003.7074,3132994.524,386637.7648,3132132.108
5334,Polyline,688171,308,10187.1982,10187.1982,414620.6012,3131666.506,410682.3901,3133311.371,406265.7588,3134268.746
5335,Polyline,688172,3756,6750.841973,6750.841973,484273.4596,3132061.62,487441.5078,3132519.45,490400.3134,3131593.484
5336,Polyline,688173,4242,7533.71166,7533.71166,490400.3134,3131593.484,493586.357,3132882.719,495303.9306,3135744.793
5337,Polyline,688174,178,9156.071822,9156.071822,554535.9126,3131484.343,554111.1644,3135032.935,551647.0776,3138164.674
5338,Polyline,688175,123,2870.644153,2870.644153,587420.3549,3131912.213,586260.2274,3132211.015,585170.1535,3132357.455
5339,Polyline,688232,179,5514.777781,5514.777781,-215034.4137,3154611.378,-212767.2502,3154651.314,-211659.0139,3152545.905
5340,Polyline,688233,10624,17397.27165,17397.27165,-212132.3296,3165138.36,-211782.2715,3158196.828,-211659.0139,3152545.905
5341,Polyline,688234,256,6552.578418,6552.578418,-161572.6781,3154047.967,-159855.8504,3151377.491,-157513.8522,3149405.528
5342,Polyline,688235,742,18151.84696,18151.84696,-158184.6936,3163154.005,-157507.9917,3156838.696,-157513.8522,3149405.528
5343,Polyline,688236,160,4871.899876,4871.899876,-73911.173,3144815.475,-74966.24696,3146868.065,-76177.3748,3148870.001
5344,Polyline,688237,104,1776.993188,1776.993188,-51703.3119,3145613.211,-51614.38441,3144768.247,-51369.3541,3143974.24
5345,Polyline,688238,297,4893.251126,4893.251126,-48739.7246,3147562.267,-49664.41199,3145728.99,-51369.3541,3143974.24
5346,Polyline,688239,167,6181.583777,6181.583777,-40681.2861,3148813.451,-42531.97545,3146464.652,-43177.6381,3143594.926
5347,Polyline,688240,160,2567.91646,2567.91646,-40893.2572,3144185.772,-41895.02949,3143536.071,-43177.6381,3143594.926
5348,Polyline,688241,108,1620.31011,1620.31011,11348.4755,3142837.091,11315.0119,3142027.628,11281.5483,3141218.164
5349,Polyline,688242,120,1336.427573,1336.427573,49577.8596,3140392.194,50001.35583,3139875.318,50574.5384,3139659.667
5350,Polyline,688243,124,3162.936693,3162.936693,50279.6591,3142680.846,50634.60189,3141239.995,50574.5384,3139659.667
5351,Polyline,688244,126,3852.733164,3852.733164,347611.2815,3131877.349,346863.5409,3133329.692,346220.1489,3134896.756
5352,Polyline,688245,245,11058.44681,11058.44681,559031.8968,3131044.286,556279.9698,3135271.664,554498.6775,3139562.313
5353,Polyline,688246,329,5835.023861,5835.023861,633164.0176,3133492.492,630779.4325,3132311.766,628075.0103,3131820.373
5354,Polyline,688303,155,5441.833905,5441.833905,-130491.1027,3147235.003,-128911.1826,3149058.41,-127002.3344,3150997.402
5355,Polyline,688304,357,13727.35484,13727.35484,-7497.1543,3148034.527,-2501.548499,3144554.92,1846.1962,3141148.503
5356,Polyline,688305,4693,11554.52658,11554.52658,11281.5483,3141218.164,6673.654919,3143263.03,1846.1962,3141148.503
5357,Polyline,688306,2119,13857.7746,13857.7746,462619.4411,3130725.392,464679.5591,3136564.652,466738.5602,3142714.587
5358,Polyline,688307,1127,4106.725683,4106.725683,499387.2065,3130666.442,497957.6401,3132051.356,496528.3151,3133436.441
5359,Polyline,688308,120,2358.038352,2358.038352,501225.4677,3131820.449,500444.1351,3130937.496,499387.2065,3130666.442
5360,Polyline,688387,739,5338.422974,5338.422974,195418.3401,3136893.963,197281.139,3135152.971,199435.7391,3134017.723
5361,Polyline,688388,2044,5804.800547,5804.800547,202005.3009,3138575.157,201527.2964,3135838.878,199435.7391,3134017.723
5362,Polyline,688389,273,7768.803107,7768.803107,321047.5098,3132017.973,324716.6709,3131501.47,328600.6543,3131444.478
5363,Polyline,688390,420,14164.05183,14164.05183,319113.748,3139205.648,324316.3751,3136431.441,328600.6543,3131444.478
5364,Polyline,688391,11182,8471.257352,8471.257352,339325.7437,3138682.581,337642.5595,3135088.636,337999.4824,3131312.24
5365,Polyline,688392,182,4930.996799,4930.996799,354137.5282,3130871.71,352526.5722,3132738.125,351530.6415,3134828.928
5366,Polyline,688393,5079,4157.464514,4157.464514,406265.7588,3134268.746,405434.7291,3132506.118,405010.7914,3130585.549
5367,Polyline,688394,311,11067.35978,11067.35978,572313.5619,3130425.478,577001.6824,3132051.379,579834.6617,3136013.34
5368,Polyline,688395,335,9858.338039,9858.338039,679238.6462,3140104.184,677259.4233,3135918.282,677529.1585,3131534.742
5369,Polyline,688396,288,9388.027037,9388.027037,684189.4374,3136947.504,680705.9967,3134296.036,677529.1585,3131534.742
5370,Polyline,688450,2429,2316.977849,2316.977849,33403.6583,3140787.795,34136.70156,3139890.72,34558.701,3138889.567
5371,Polyline,688451,17324,5544.546466,5544.546466,294352.3725,3136608.412,294720.8814,3134293.865,294672.8256,3131522.008
5372,Polyline,688452,257,7284.564182,7284.564182,332512.1945,3133466.592,334974.8284,3130892.2,337999.4824,3131312.24
5373,Polyline,688453,208,5772.47596,5772.47596,516547.05,3129524.018,516543.019,3132410.253,517764.7946,3134834.026
5374,Polyline,688454,30234,3335.971478,3335.971478,583143.8169,3130034.883,583951.3648,3131398.905,585170.1535,3132357.455
5375,Polyline,688589,16637,13706.98592,13706.98592,-84912.6115,3154869.106,-81901.4029,3149357.297,-80568.9031,3143052.408
5376,Polyline,688590,247270,8088.983928,8088.983928,-76177.3748,3148870.001,-78947.66902,3146471.383,-80568.9031,3143052.408
5377,Polyline,688591,159,2390.801049,2390.801049,133208.0248,3136577.973,133145.1235,3135393.882,132325.4417,3134523.765
5378,Polyline,688592,183,6551.708985,6551.708985,138680.1162,3134790.753,135599.7383,3134422.748,132325.4417,3134523.765
5379,Polyline,688593,30025,2050.165022,2050.165022,581515.8245,3129100.312,582189.9334,3129872.563,583143.8169,3130034.883
5380,Polyline,688594,169,3412.428834,3412.428834,629737.0951,3129299.075,629311.5095,3130845.851,628075.0103,3131820.373
5381,Polyline,688595,246,6869.016093,6869.016093,671171.6656,3133057.483,673901.5393,3131480.971,676732.4986,3130137.395
5382,Polyline,688596,634,1695.112317,1695.112317,677529.1585,3131534.742,677284.7161,3130780.363,676732.4986,3130137.395
5383,Polyline,688646,2899,13635.6069,13635.6069,-220939.538,3162417.716,-222119.849,3156595.097,-223319.3786,3150462.319
5384,Polyline,688647,341,14895.0346,14895.0346,-217758.2609,3160594.213,-219251.402,3154529.081,-223319.3786,3150462.319
5385,Polyline,688648,115,3200.444977,3200.444977,-174215.482,3148720.266,-173220.467,3147539.063,-172025.326,3147433.187
5386,Polyline,688649,1192,17077.11252,17077.11252,-174484.4926,3161986.459,-172378.9914,3155375.758,-172025.326,3147433.187
5387,Polyline,688650,348,12122.50621,12122.50621,18960.9498,3148547.545,17757.51706,3143529.759,18127.5996,3138157.458
5388,Polyline,688651,211,5251.177021,5251.177021,25059.6441,3142278.115,23543.36974,3140255.14,24269.063,3137909.057
5389,Polyline,688652,542,9038.984783,9038.984783,50574.5384,3139659.667,54222.81707,3138595.52,57836.9538,3136607.834
5390,Polyline,688653,1105,10267.45097,10267.45097,57836.9538,3136607.834,62168.64963,3137372.871,66432.1797,3136290.002
5391,Polyline,688654,3872,7873.585369,7873.585369,68714.6712,3142687.978,66906.26862,3139455.115,66432.1797,3136290.002
5392,Polyline,688655,209,2875.83103,2875.83103,122711.8138,3134826.1,123881.1021,3135096.884,124947.233,3134292.486
5393,Polyline,688656,3352,5554.415536,5554.415536,123457.8321,3138965.991,124611.3851,3136616.115,124947.233,3134292.486
5394,Polyline,688657,712,11141.83285,11141.83285,237620.8891,3140503.67,238321.5913,3135225.529,241095.6431,3131185.445
5395,Polyline,688658,14828,6930.952221,6930.952221,245283.453,3135715.31,243514.7237,3132981.115,241095.6431,3131185.445
5396,Polyline,688659,480,11635.03503,11635.03503,303887.8096,3132520.573,299426.2475,3130054.964,294672.8256,3131522.008
5397,Polyline,688660,285,2927.074044,2927.074044,312878.1717,3132375.126,312245.6928,3131153.78,311816.2292,3129851.815
5398,Polyline,688661,104,1638.64444,1638.64444,313254.0746,3130290.918,312434.8546,3130303.86,311816.2292,3129851.815
5399,Polyline,688662,519,21657.7532,21657.7532,444434.1396,3129642.706,453494.5847,3129372.912,462619.4411,3130725.392
5400,Polyline,688720,1808,9755.524866,9755.524866,-187129.2391,3156672.995,-189067.1233,3152542.941,-189283.6163,3147962.235
5401,Polyline,688721,148,2992.208556,2992.208556,-186932.5202,3149453.038,-187987.5726,3148392.287,-189283.6163,3147962.235
5402,Polyline,688722,3320,12118.46428,12118.46428,34558.701,3138889.567,29110.79207,3138641.994,24269.063,3137909.057
5403,Polyline,688723,493,5594.25422,5594.25422,38989.2971,3136863.543,37229.44927,3138530.604,34558.701,3138889.567
5404,Polyline,688724,201,6676.553885,6676.553885,44578.1667,3138268.156,41718.38316,3137220.762,38989.2971,3136863.543
5405,Polyline,688725,395,15428.8765,15428.8765,84289.4532,3148841.12,83848.72641,3142145.274,83195.4605,3135225.274
5406,Polyline,688726,1601,12601.70279,12601.70279,89278.265,3145194.959,85838.79688,3140505.666,83195.4605,3135225.274
5407,Polyline,688727,3565,462.383742,462.383742,124947.233,3134292.486,124939.9175,3134061.41,124932.6019,3133830.334
5408,Polyline,688728,501,8199.868288,8199.868288,132325.4417,3134523.765,128449.9684,3135107.57,124932.6019,3133830.334
5409,Polyline,688729,11511,4154.455266,4154.455266,337999.4824,3131312.24,339189.3255,3129930.544,340828.9498,3128965.049
5410,Polyline,688730,4867,9030.652512,9030.652512,346220.1489,3134896.756,344000.0644,3131998.235,340828.9498,3128965.049
5411,Polyline,688731,236,9006.660281,9006.660281,469965.4371,3127704.164,471201.1587,3131739.88,470802.6282,3135779.904
5412,Polyline,688732,933,3797.427654,3797.427654,501430.1857,3127897.017,500783.4123,3129550.61,499387.2065,3130666.442
5413,Polyline,688733,440,408.624504,408.624504,501838.8102,3127897.074,501634.498,3127897.045,501430.1857,3127897.017
5414,Polyline,688734,206,4498.355629,4498.355629,506129.1293,3128360.097,504087.9879,3127897.694,501838.8102,3127897.074
5415,Polyline,688735,134,2873.123213,2873.123213,584588.6865,3127967.751,583628.8773,3129036.618,583143.8169,3130034.883
5416,Polyline,688736,109,1615.812913,1615.812913,617468.2797,3130094.541,617476.2845,3129286.675,617484.2892,3128478.808
5417,Polyline,688737,18198,2867.921478,2867.921478,619936.3398,3128503.352,618918.1786,3128493.111,617484.2892,3128478.808
5418,Polyline,688738,821,408.697369,408.697369,620345.0162,3128507.492,620140.678,3128505.422,619936.3398,3128503.352
5419,Polyline,688739,118,2926.329563,2926.329563,621340.7155,3131056.935,620382.171,3129951.475,620345.0162,3128507.492
5420,Polyline,688740,701,9635.336616,9635.336616,628075.0103,3131820.373,624487.527,3130015.69,620345.0162,3128507.492
5421,Polyline,688786,93576,11330.7483,11330.7483,-127002.3344,3150997.402,-124734.2963,3146661.037,-121220.6915,3143725.128
5422,Polyline,688787,305,6964.011823,6964.011823,-123170.402,3149633.229,-122136.1156,3146850.858,-121220.6915,3143725.128
5423,Polyline,688788,16952,17244.17138,17244.17138,-57485.586,3153538.684,-58697.26403,3145275.169,-55639.3879,3140463.39
5424,Polyline,688789,106,1158.355311,1158.355311,-55585.0537,3141620.47,-55612.2208,3141041.93,-55639.3879,3140463.39
5425,Polyline,688790,17077,2050.966218,2050.966218,-55639.3879,3140463.39,-54615.029,3140415.385,-53590.6701,3140367.38
5426,Polyline,688791,462,4483.776127,4483.776127,-51369.3541,3143974.24,-52329.25556,3142105.44,-53590.6701,3140367.38
5427,Polyline,688792,3701,8230.969387,8230.969387,24269.063,3137909.057,21242.42337,3137414.217,18127.5996,3138157.458
5428,Polyline,688793,221,5544.342241,5544.342241,175924.2752,3134637.828,178216.2612,3133571.287,180143.0717,3131749.114
5429,Polyline,688794,2417,5653.852711,5653.852711,183526.218,3135819.174,182186.5902,3133543.445,180143.0717,3131749.114
5430,Polyline,688795,343,11907.43637,11907.43637,366815.2151,3131645.868,362381.6643,3128233.639,358855.99,3132430.623
5431,Polyline,688796,183,6459.123373,6459.123373,410095.2378,3127545.213,407605.6542,3129180.103,405010.7914,3130585.549
5432,Polyline,688797,3137,6361.857014,6361.857014,480998.2023,3127450.568,481887.2542,3130294.845,484273.4596,3132061.62
5433,Polyline,688798,108,1848.028367,1848.028367,582139.9384,3127488.91,581522.6884,3128176.518,581515.8245,3129100.312
5434,Polyline,688799,897,1385.279573,1385.279573,676732.4986,3130137.395,676742.822,3129444.833,676753.1454,3128752.27
5435,Polyline,688854,4310,9722.329772,9722.329772,18127.5996,3138157.458,14520.32561,3138304.852,11281.5483,3141218.164
5436,Polyline,688855,139,3617.350341,3617.350341,614190.447,3130985.866,614207.8698,3129177.275,614632.5012,3127527.545
5437,Polyline,688856,18398,3276.669141,3276.669141,617484.2892,3128478.808,616058.4314,3128003.097,614632.5012,3127527.545
5438,Polyline,688857,571,12019.04581,12019.04581,685713.2799,3130967.448,682131.1642,3129295.465,676753.1454,3128752.27
5439,Polyline,688903,2864,9807.339036,9807.339036,-232883.4442,3155707.38,-229327.492,3153258.128,-227949.0884,3148884.825
5440,Polyline,688904,261,11022.18352,11022.18352,-224986.9858,3156848.262,-225437.5464,3152172.871,-227949.0884,3148884.825
5441,Polyline,688905,14776,53409.99216,53409.99216,442.2301,3137036.972,-17414.96046,3147360.414,-37220.3721,3157234.089
5442,Polyline,688906,5111,5254.429934,5254.429934,1846.1962,3141148.503,1553.856414,3139075.418,442.2301,3137036.972
5443,Polyline,688907,167,5288.724108,5288.724108,107991.0135,3135535.562,110075.4335,3134309.998,111794.4689,3132865.475
5444,Polyline,688908,191,1231.760052,1231.760052,112832.5969,3133294.204,112217.5954,3133312.993,111794.4689,3132865.475
5445,Polyline,688909,478,12433.9808,12433.9808,143776.4919,3140880.348,147962.6803,3137180.077,149846.5462,3131680.45
5446,Polyline,688910,180,1773.112669,1773.112669,150303.3782,3133285.645,150150.6867,3132451.761,149846.5462,3131680.45
5447,Polyline,688911,239,5053.941371,5053.941371,157692.9142,3133994.749,158587.5636,3131887.967,160892.2149,3131359.382
5448,Polyline,688912,17926,3697.668156,3697.668156,294672.8256,3131522.008,294031.6486,3129916.498,293390.3666,3128311.035
5449,Polyline,688913,16395,1540.137871,1540.137871,340828.9498,3128965.049,340818.6161,3128195.049,340401.5995,3127585.488
5450,Polyline,688914,101430,6620.208394,6620.208394,544727.2177,3132597.242,545147.7114,3129443.499,544749.8658,3126596.561
5451,Polyline,688967,1115,14417.84586,14417.84586,-89353.9304,3148128.382,-83561.14048,3146144.106,-82344.8183,3140355.269
5452,Polyline,688968,263987,3658.09652,3658.09652,-80568.9031,3143052.408,-80943.52045,3141349.876,-82344.8183,3140355.269
5453,Polyline,688969,2015,2160.756308,2160.756308,83195.4605,3135225.274,82451.28993,3134442.059,82311.7834,3133404.95
5454,Polyline,688970,453,11282.47061,11282.47061,92435.0478,3135829.369,87373.59366,3134616.184,82311.7834,3133404.95
5455,Polyline,688971,29944,7863.553096,7863.553096,165574.8099,3137700.047,166703.7869,3134200.028,167833.5792,3130700.499
5456,Polyline,688972,2659,2261.018402,2261.018402,180143.0717,3131749.114,179371.097,3130923.217,178469.4495,3130407.372
5457,Polyline,688973,136,3273.921539,3273.921539,343461.2239,3127082.966,342037.8019,3127562.271,340401.5995,3127585.488
5458,Polyline,688974,197,7367.353067,7367.353067,397428.1021,3127878.802,400688.0913,3126927.886,404160.0667,3126437.556
5459,Polyline,688975,5430,4774.265878,4774.265878,405010.7914,3130585.549,404024.2907,3128574.032,404160.0667,3126437.556
